timestamp,average
2003-03-09 12:00:00,77.9438711022043
2003-04-01 00:00:00,75.66055610946458
2003-04-01 03:00:00,68.52708937804601
2003-04-01 12:00:00,76.20684761322244
2003-04-02 00:00:00,68.19365489918592
2003-04-02 03:00:00,67.76262660221104
2003-04-02 12:00:00,68.14292961583531
2003-04-03 00:00:00,66.9567188807225
2003-04-03 03:00:00,67.75553169017792
2003-04-03 12:00:00,69.24333620528364
2003-04-04 00:00:00,67.53560008960474
2003-04-04 03:00:00,68.41805971830719
2003-04-04 12:00:00,68.9619453780643
2003-04-05 00:00:00,68.11985204499827
2003-04-05 03:00:00,67.38018151472743
2003-04-05 12:00:00,69.07910349747937
2003-04-06 00:00:00,67.49545156736914
2003-04-06 12:00:00,68.95437100764715
2003-04-07 00:00:00,67.28846635828963
2003-04-07 03:00:00,67.39332881318728
2003-04-07 12:00:00,67.89238030776897
2003-04-08 00:00:00,67.27087704615154
2003-04-08 03:00:00,67.06862444136623
2003-04-08 12:00:00,67.95135254242057
2003-04-09 00:00:00,67.0775080663407
2003-04-09 03:00:00,67.49135565875909
2003-04-09 12:00:00,68.1266379172552
2003-05-01 00:00:00,68.46354714634809
2003-05-01 03:00:00,69.25688212726543
2003-05-01 06:00:00,69.15597519472551
2003-05-01 12:00:00,70.17787333835902
2003-05-02 03:00:00,69.17837102461499
2003-05-02 06:00:00,69.01760771912659
2003-05-02 12:00:00,70.18895092981599
2003-05-03 00:00:00,69.30880076859106
2003-05-03 03:00:00,69.41522201263403
2003-05-03 06:00:00,69.1180701093602
2003-05-03 12:00:00,70.09700719302404
2003-05-04 00:00:00,69.7102911474965
2003-05-04 03:00:00,69.7212259606664
2003-05-04 06:00:00,69.32004925836884
2003-05-04 12:00:00,70.48065112577756
2003-05-05 00:00:00,68.94170407675654
2003-05-05 03:00:00,68.85462846734987
2003-05-05 06:00:00,69.22797482944077
2003-05-05 12:00:00,70.30080989695718
2003-05-06 00:00:00,68.76855353048241
2003-05-06 03:00:00,68.82019110897726
2003-05-06 06:00:00,68.3972916393028
2003-05-06 12:00:00,69.14699479160019
2003-05-07 00:00:00,68.64288370001229
2003-05-07 03:00:00,68.36957279507683
2003-05-07 06:00:00,68.28052378302257
2003-05-07 12:00:00,69.42352581011835
2003-05-08 00:00:00,69.07030714056665
2003-05-08 03:00:00,69.25071704389693
2003-05-08 06:00:00,68.5890657460193
2003-05-08 12:00:00,68.72583450650234
2003-05-09 00:00:00,68.99928625598618
2003-05-09 03:00:00,69.04447084086831
2003-05-09 06:00:00,68.43170018311918
2003-05-09 12:00:00,69.81059058746742
2003-06-01 00:00:00,69.40552470555176
2003-06-01 03:00:00,68.36702551394784
2003-06-01 06:00:00,69.00541031101147
